seq,fid,cam,tid,layer,gt_id,want,chef,matched,actual_top,n_pending,want_pending,want_score,want_dt,new_choice
seq_000,8835,camera_1,33,L2_not_in_candidates,3,4,63,False,-3.1168,1,False,,,56
seq_000,8835,camera_2,48,L1_ghost,,,4,True,,1,False,,,
seq_000,8870,camera_2,49,OK,10,4,4,True,2.0145,3,True,2.284,1.167,4
seq_000,8880,camera_2,50,L1_ghost,,,4,True,,3,False,,,
seq_001,0,camera_1,0,L0_first,9,,1,False,,0,False,,,
seq_001,0,camera_2,0,L0_first,5,,2,False,,0,False,,,
seq_001,0,camera_2,1,L0_first,1,,3,False,,0,False,,,
seq_001,0,camera_2,2,L0_first,10,,4,False,,0,False,,,
seq_001,0,camera_3,0,L3_not_top1,5,2,4,True,2.7076,0,False,,,
seq_001,0,camera_3,1,L0_first,3,,4,True,2.7076,0,False,,,
seq_001,0,camera_3,2,L0_first,6,,4,True,2.7076,0,False,,,
seq_001,0,camera_3,3,L2_not_in_candidates,9,1,4,True,2.7076,0,False,,,
seq_001,0,camera_3,4,OK,10,4,4,True,2.7076,0,False,,,
seq_001,0,camera_4,0,L0_first,8,,4,True,2.7076,0,False,,,
seq_001,0,camera_4,1,L0_first,19,,4,True,2.7076,0,False,,,
seq_001,10,camera_1,1,L1_ghost,,,5,False,,0,False,,,
seq_001,185,camera_3,5,L0_first,18,,4,True,3.1131,0,False,,,
seq_001,190,camera_3,6,L3_not_top1,1,3,4,True,3.1131,0,False,,,
seq_001,495,camera_4,2,OK,19,4,4,True,2.7076,1,True,0.734,2.5,
seq_001,1030,camera_2,3,L1_ghost,,,4,True,,0,False,,,
seq_001,1300,camera_3,7,L1_ghost,,,4,True,,0,False,,,
seq_001,1565,camera_3,8,L1_ghost,,,4,True,,1,False,,,
seq_001,1640,camera_3,9,L1_ghost,,,4,True,,0,False,,,
seq_001,1725,camera_4,3,L1_ghost,,,4,True,,0,False,,,
seq_001,1745,camera_1,2,L1_ghost,,,6,False,,0,False,,,
seq_001,1965,camera_3,10,L1_ghost,,,4,True,,0,False,,,
seq_001,1980,camera_3,11,L1_ghost,,,4,True,,0,False,,,
seq_001,2145,camera_2,4,OK,1,4,4,True,2.7076,0,False,,,
seq_001,2520,camera_3,12,L1_ghost,,,4,True,,0,False,,,
seq_001,2620,camera_1,3,L2_not_in_candidates,9,4,7,False,-2.9145,0,False,,,
seq_001,2705,camera_4,4,L1_ghost,,,4,True,,0,False,,,
seq_001,2705,camera_4,5,L1_ghost,,,4,True,,0,False,,,
seq_001,2835,camera_3,13,OK,18,4,4,True,2.7076,0,False,,,
seq_001,2915,camera_4,6,OK,19,4,4,True,2.7076,1,True,0.922,2.333,
seq_001,3235,camera_1,4,L2_not_in_candidates,9,7,8,False,-5.8674,0,False,,,
seq_001,3335,camera_4,7,L1_ghost,,,4,True,,1,False,,,
seq_001,3350,camera_3,14,L1_ghost,,,4,True,,0,False,,,
seq_001,3540,camera_5,0,OK,18,4,4,True,2.7076,0,False,,,
seq_001,3550,camera_4,8,L1_ghost,,,4,True,,0,False,,,
seq_001,3575,camera_3,15,OK,18,4,4,True,3.8063,1,True,0.363,2.833,
seq_001,3600,camera_3,16,L1_ghost,,,4,True,,1,False,,,
seq_001,3840,camera_3,17,OK,19,4,4,True,2.7076,2,True,1.448,1.833,
seq_001,3860,camera_4,9,OK,8,4,4,True,2.7076,2,True,2.137,0.833,
seq_001,3865,camera_2,5,OK,18,4,4,True,2.42,0,False,,,
seq_002,0,camera_2,0,L0_first,10,,1,False,,0,False,,,
seq_002,0,camera_2,1,L0_first,5,,2,False,,0,False,,,
seq_002,0,camera_2,2,L0_first,1,,3,False,,0,False,,,
seq_002,0,camera_2,3,L1_ghost,,,4,False,,0,False,,,
seq_002,0,camera_3,0,L3_not_top1,5,2,4,True,2.42,0,False,,,
seq_002,0,camera_3,1,L3_not_top1,10,1,4,True,2.42,0,False,,,
seq_002,0,camera_3,2,L0_first,9,,4,True,2.42,0,False,,,
seq_002,0,camera_3,3,L0_first,3,,4,True,2.42,0,False,,,
seq_002,0,camera_3,4,L0_first,6,,4,True,2.42,0,False,,,
seq_002,0,camera_3,5,L1_ghost,,,4,True,,0,False,,,
seq_002,0,camera_4,0,L0_first,18,,4,True,2.42,0,False,,,
seq_002,0,camera_4,1,L0_first,8,,4,True,2.42,0,False,,,
seq_002,10,camera_3,6,L1_ghost,,,4,True,,0,False,,,
seq_002,10,camera_3,7,L1_ghost,,,4,True,,0,False,,,
seq_002,220,camera_4,2,OK,8,4,4,True,2.42,1,True,2.168,0.833,
seq_002,245,camera_3,8,L0_first,19,,4,True,2.7076,1,False,,,
seq_002,320,camera_3,9,OK,19,4,4,True,2.7076,1,True,-2.767,1.833,
seq_002,350,camera_3,10,L1_ghost,,,4,True,,2,False,,,4
seq_002,380,camera_1,0,L2_not_in_candidates,9,4,5,False,,0,False,,,
seq_002,450,camera_4,3,L1_ghost,,,3,True,,0,False,,,
seq_002,510,camera_4,4,L3_not_top1,8,4,3,True,2.7076,2,True,3.228,0.667,3
seq_002,550,camera_3,11,L3_not_top1,3,4,3,True,2.7076,1,True,-2.184,0.667,
seq_002,590,camera_3,12,L1_ghost,,,3,True,,1,False,,,
seq_002,625,camera_3,13,L1_ghost,,,3,True,,1,False,,,
seq_002,715,camera_4,5,OK,8,3,3,True,2.7076,1,False,,,
seq_002,765,camera_3,14,L1_ghost,,,3,True,,2,False,,,
seq_002,870,camera_3,15,L1_ghost,,,3,True,,2,False,,,
seq_002,875,camera_3,16,L2_not_in_candidates,9,5,3,True,2.7076,3,False,,,3
seq_002,940,camera_4,6,OK,8,3,3,True,2.7076,1,True,-0.264,4.0,
seq_002,1030,camera_4,7,L3_not_top1,19,4,3,True,2.7076,1,False,,,
seq_002,1035,camera_4,8,L1_ghost,,,3,True,,1,False,,,
seq_002,1055,camera_2,4,L1_ghost,,,4,True,,0,False,,,
seq_002,1210,camera_3,17,L3_not_top1,19,3,4,True,2.42,2,True,-2.433,1.167,4
seq_002,1235,camera_3,18,L1_ghost,,,4,True,,2,False,,,4
seq_002,1295,camera_4,9,L1_ghost,,,4,True,,1,False,,,
seq_002,1405,camera_2,5,OK,18,4,4,True,2.42,0,False,,,
seq_002,1490,camera_3,19,L1_ghost,,,4,True,,0,False,,,
seq_002,1610,camera_2,6,L3_not_top1,18,4,3,True,3.8063,0,False,,,
seq_002,1635,camera_1,1,L2_not_in_candidates,9,3,6,False,,1,False,,,5
seq_002,1650,camera_4,10,L1_ghost,,,3,True,,0,False,,,
seq_002,1680,camera_4,11,OK,18,3,3,True,2.42,0,False,,,
seq_002,1715,camera_3,20,L1_ghost,,,3,True,,1,False,,,
seq_002,1765,camera_4,12,L3_not_top1,19,4,3,True,2.42,2,False,,,
seq_002,1780,camera_3,21,OK,18,3,3,True,2.42,2,False,,,
seq_002,1835,camera_2,7,OK,19,3,3,True,2.42,0,False,,,
seq_002,1855,camera_1,2,L2_not_in_candidates,19,3,7,False,-1.7772,0,False,,,
seq_002,1865,camera_3,22,OK,1,3,3,True,2.7076,0,False,,,
seq_002,1945,camera_2,8,L2_not_in_candidates,19,7,3,True,3.1131,0,False,,,
seq_002,2070,camera_1,3,L3_not_top1,9,6,8,False,-1.8047,0,False,,,
seq_002,2080,camera_1,4,L2_not_in_candidates,19,3,9,False,-1.6619,0,False,,,
seq_002,2130,camera_4,13,L2_not_in_candidates,19,9,3,True,2.1968,0,False,,,
seq_002,2140,camera_3,23,L1_ghost,,,3,True,,2,False,,,
seq_002,2200,camera_3,24,L2_not_in_candidates,6,4,3,True,3.1131,3,True,2.186,1.333,
seq_002,2235,camera_3,25,L1_ghost,,,3,True,,4,False,,,
seq_002,2250,camera_4,14,L1_ghost,,,3,True,,0,False,,,
seq_002,2315,camera_4,15,OK,19,3,3,True,2.7076,1,True,0.848,1.333,
seq_002,2340,camera_3,26,OK,19,3,3,True,2.7076,0,False,,,
seq_002,2385,camera_3,27,OK,18,3,3,True,2.7076,1,True,-2.267,0.833,
seq_002,2535,camera_4,16,L1_ghost,,,3,True,,1,False,,,
seq_002,2545,camera_4,17,L1_ghost,,,3,True,,0,False,,,
seq_002,2655,camera_3,28,OK,18,3,3,True,2.7076,2,True,3.93,0.333,3
seq_002,2660,camera_4,18,OK,18,3,3,True,2.7076,3,True,1.121,2.167,
seq_002,2690,camera_4,19,OK,19,3,3,True,2.7076,3,True,0.179,3.167,
seq_002,2860,camera_3,29,OK,19,3,3,True,2.7076,1,True,-2.183,0.667,
seq_002,2965,camera_4,20,OK,19,3,3,True,2.7076,1,True,-0.591,1.667,
seq_002,2980,camera_4,21,OK,8,3,3,True,2.7076,1,True,1.077,2.167,
seq_002,2990,camera_4,22,L1_ghost,,,3,True,,1,False,,,
seq_002,2995,camera_3,30,OK,1,3,3,True,2.7076,2,True,-0.078,3.167,
seq_002,3135,camera_3,31,OK,19,3,3,True,2.7076,2,True,-1.106,3.0,
seq_002,3305,camera_1,5,L1_ghost,,,10,False,,0,False,,,
seq_002,3305,camera_3,32,OK,19,3,3,True,3.1131,1,True,4.128,0.333,3
seq_002,3330,camera_3,33,OK,18,3,3,True,3.1131,1,True,2.461,1.167,
